"concept_id","concept_name","concept_code","vocabulary_id","ingredient"
41408167,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 3 by Cc","OMOP2606129","RxNorm Extension","golimumab"
41408168,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Europharma","OMOP2606130","RxNorm Extension","golimumab"
41408227,"0.5 ML golimumab 100 MG/ML Auto-Injector Box of 1","OMOP2606189","RxNorm Extension","golimumab"
41408365,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 1 by Orifarm Leverkus","OMOP2606327","RxNorm Extension","golimumab"
41408366,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Abacus Medicine","OMOP2606328","RxNorm Extension","golimumab"
41408367,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 3 by Merck","OMOP2606329","RxNorm Extension","golimumab"
41408549,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 1 by Merck","OMOP2606511","RxNorm Extension","golimumab"
41408550,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 1 by Haematogmbh","OMOP2606512","RxNorm Extension","golimumab"
41409096,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 1 by Abacus Medicine","OMOP2607058","RxNorm Extension","golimumab"
41409304,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 1 by Cc","OMOP2607266","RxNorm Extension","golimumab"
41409305,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 3 by Cc","OMOP2607267","RxNorm Extension","golimumab"
41409477,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 3 by Abacus Medicine","OMOP2607439","RxNorm Extension","golimumab"
41409478,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 3 by Canoma","OMOP2607440","RxNorm Extension","golimumab"
41409479,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Cc","OMOP2607441","RxNorm Extension","golimumab"
41409637,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Orifarm Leverkus","OMOP2607599","RxNorm Extension","golimumab"
41409848,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 1 by Europharma","OMOP2607810","RxNorm Extension","golimumab"
41409849,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Canoma","OMOP2607811","RxNorm Extension","golimumab"
41410041,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 3 by Haematogmbh","OMOP2608003","RxNorm Extension","golimumab"
41410141,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 3","OMOP2608103","RxNorm Extension","golimumab"
41410236,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 3 by Merck","OMOP2608198","RxNorm Extension","golimumab"
41410237,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 3 by Abacus Medicine","OMOP2608199","RxNorm Extension","golimumab"
41410238,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Kohlpharma","OMOP2608200","RxNorm Extension","golimumab"
42902373,"golimumab 100 MG/ML Prefilled Syringe","1359486","RxNorm","golimumab"
42903323,"golimumab 100 MG/ML Prefilled Syringe [Simponi]","1360436","RxNorm","golimumab"
42921535,"4 ML golimumab 12.5 MG/ML Injectable Solution [Simponi]","OMOP4648362","RxNorm Extension","golimumab"
42921536,"4 ML golimumab 12.5 MG/ML Injectable Solution","OMOP4648363","RxNorm Extension","golimumab"
42925844,"golimumab 12.5 MG/ML Injectable Solution [Simponi]","OMOP4652669","RxNorm Extension","golimumab"
42925845,"golimumab 12.5 MG/ML Injectable Solution","OMOP4652670","RxNorm Extension","golimumab"
42925846,"golimumab Injectable Solution [Simponi]","OMOP4652671","RxNorm Extension","golimumab"
43037848,"0.5 ML golimumab 100 MG/ML Injectable Solution [Simponi] by Janssen","OMOP4852890","RxNorm Extension","golimumab"
43037849,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] by Janssen","OMOP4852891","RxNorm Extension","golimumab"
43038148,"1 ML golimumab 100 MG/ML Injectable Solution [Simponi] by Janssen","OMOP4853188","RxNorm Extension","golimumab"
43038149,"1 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] by Janssen","OMOP4853189","RxNorm Extension","golimumab"
43175984,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Janssen","OMOP506636","RxNorm Extension","golimumab"
43207317,"1 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Janssen","OMOP507722","RxNorm Extension","golimumab"
43258758,"1 ML golimumab 100 MG/ML Injection [Simponi]","OMOP560898","RxNorm Extension","golimumab"
43259435,"0.5 ML golimumab 100 MG/ML Injection [Simponi]","OMOP559924","RxNorm Extension","golimumab"
43264201,"1 ML golimumab 100 MG/ML Injection","OMOP560897","RxNorm Extension","golimumab"
43297454,"0.5 ML golimumab 100 MG/ML Injection","OMOP559923","RxNorm Extension","golimumab"
43515507,"golimumab 100 MG/ML Injection Box of 3","OMOP2802622","RxNorm Extension","golimumab"
43515508,"golimumab 100 MG/ML Injectable Solution Box of 3","OMOP2802623","RxNorm Extension","golimumab"
43516823,"golimumab 100 MG/ML Injection [Simponi] Box of 3","OMOP2803938","RxNorm Extension","golimumab"
43517802,"1 ML golimumab 100 MG/ML Injection Box of 3","OMOP2804917","RxNorm Extension","golimumab"
43517807,"1 ML golimumab 100 MG/ML Injection [Simponi] Box of 3","OMOP2804922","RxNorm Extension","golimumab"
43517878,"1 ML golimumab 100 MG/ML Injectable Solution Box of 3","OMOP2804993","RxNorm Extension","golimumab"
43519141,"0.5 ML golimumab 100 MG/ML Injection [Simponi] Box of 3","OMOP2806256","RxNorm Extension","golimumab"
43519248,"0.5 ML golimumab 100 MG/ML Injection Box of 3","OMOP2806363","RxNorm Extension","golimumab"
43519249,"0.5 ML golimumab 100 MG/ML Injectable Solution Box of 3","OMOP2806364","RxNorm Extension","golimumab"
43532767,"golimumab 12.5 MG/ML","1431639","RxNorm","golimumab"
43532770,"golimumab 12.5 MG/ML [Simponi]","1431644","RxNorm","golimumab"
43532959,"4 ML golimumab 12.5 MG/ML Injection","1431642","RxNorm","golimumab"
43532960,"4 ML golimumab 12.5 MG/ML Injection [Simponi]","1431647","RxNorm","golimumab"
44034557,"golimumab 100 MG/ML Injectable Solution [Simpon]","OMOP1029188","RxNorm Extension","golimumab"
44041509,"golimumab 100 MG/ML [Simpon]","OMOP1036140","RxNorm Extension","golimumab"
44108664,"golimumab Injectable Solution [Simpon]","OMOP1103295","RxNorm Extension","golimumab"
44110152,"golimumab 100 MG/ML Injectable Solution","OMOP1104783","RxNorm Extension","golimumab"
44120497,"golimumab Injectable Solution","OMOP1115128","RxNorm Extension","golimumab"
44129895,"1 ML golimumab 100 MG/ML Injectable Solution [Simpon]","OMOP1124526","RxNorm Extension","golimumab"
44129918,"1 ML golimumab 100 MG/ML Injectable Solution","OMOP1124549","RxNorm Extension","golimumab"
44129943,"1 ML golimumab 100 MG/ML Injectable Solution [Simpon] by Janssen","OMOP1124574","RxNorm Extension","golimumab"
44130015,"4 ML golimumab 12.5 MG/ML Injection by Janssen","OMOP1124646","RxNorm Extension","golimumab"
44132610,"0.5 ML golimumab 100 MG/ML Injectable Solution","OMOP1127241","RxNorm Extension","golimumab"
44132676,"0.5 ML golimumab 100 MG/ML Injectable Solution [Simpon]","OMOP1127307","RxNorm Extension","golimumab"
44132882,"0.5 ML golimumab 100 MG/ML Injectable Solution [Simpon] by Janssen","OMOP1127513","RxNorm Extension","golimumab"
44189467,"1 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 3 by Abacus Medicine","OMOP3066190","RxNorm Extension","golimumab"
44189666,"1 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 3 by Abacus Medicine","OMOP3066389","RxNorm Extension","golimumab"
44197034,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 1 by Abacus Medicine","OMOP3073757","RxNorm Extension","golimumab"
44197035,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Inopha","OMOP3073758","RxNorm Extension","golimumab"
44197067,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 1 by Inopha","OMOP3073790","RxNorm Extension","golimumab"
44197068,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 3 by Abacus Medicine","OMOP3073791","RxNorm Extension","golimumab"
44197161,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi] Box of 3 by Abacus Medicine","OMOP3073884","RxNorm Extension","golimumab"
44197188,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi] Box of 1 by Abacus Medicine","OMOP3073911","RxNorm Extension","golimumab"
44784645,"1 ML golimumab 100 MG/ML Prefilled Syringe","1482813","RxNorm","golimumab"
44784646,"1 ML golimumab 100 MG/ML Prefilled Syringe [Simponi]","1482814","RxNorm","golimumab"
46234030,"golimumab Auto-Injector","1653141","RxNorm","golimumab"
46234031,"0.5 ML golimumab 100 MG/ML Auto-Injector","1653142","RxNorm","golimumab"
46234032,"golimumab Auto-Injector [Simponi]","1653143","RxNorm","golimumab"
46234033,"0.5 ML golimumab 100 MG/ML Auto-Injector [Simponi]","1653144","RxNorm","golimumab"
46234034,"golimumab 100 MG/ML Auto-Injector","1653145","RxNorm","golimumab"
46234035,"golimumab 100 MG/ML Auto-Injector [Simponi]","1653146","RxNorm","golimumab"
46234038,"1 ML golimumab 100 MG/ML Auto-Injector","1653165","RxNorm","golimumab"
46234039,"1 ML golimumab 100 MG/ML Auto-Injector [Simponi]","1653166","RxNorm","golimumab"
46234102,"golimumab Injection","1653569","RxNorm","golimumab"
46234103,"golimumab Injection [Simponi]","1653571","RxNorm","golimumab"
46234104,"golimumab 12.5 MG/ML Injection","1653573","RxNorm","golimumab"
46234105,"golimumab 12.5 MG/ML Injection [Simponi]","1653574","RxNorm","golimumab"
588049,"infliximab 100 MG Injection Box of 2","OMOP3134942","RxNorm Extension","infliximab"
589146,"infliximab 100 MG Injection Box of 4","OMOP3138234","RxNorm Extension","infliximab"
589560,"infliximab 100 MG Injection Box of 3","OMOP3136515","RxNorm Extension","infliximab"
590272,"infliximab 100 MG Injection Box of 5","OMOP3134938","RxNorm Extension","infliximab"
783887,"infliximab Injectable Solution [Zessly]","OMOP4831716","RxNorm Extension","infliximab"
783888,"infliximab 100 MG [Zessly]","OMOP4831717","RxNorm Extension","infliximab"
783889,"infliximab 100 MG Injectable Solution [Zessly]","OMOP4831718","RxNorm Extension","infliximab"
783890,"infliximab 100 MG Injectable Solution [Zessly] Box of 1","OMOP4831719","RxNorm Extension","infliximab"
783891,"infliximab 100 MG Injectable Solution [Zessly] Box of 1 by Sandoz","OMOP4831720","RxNorm Extension","infliximab"
783892,"infliximab 100 MG Injectable Solution [Remicade] Box of 1 by MSD","OMOP4831721","RxNorm Extension","infliximab"
783893,"infliximab 100 MG Injectable Solution [Remsima] Box of 1 by Mundipharma","OMOP4831722","RxNorm Extension","infliximab"
783894,"infliximab 100 MG Injectable Solution [Inflectra] Box of 1 by Hospira","OMOP4831723","RxNorm Extension","infliximab"
937368,"infliximab","191831","RxNorm","infliximab"
937369,"infliximab 100 MG Injection [Remicade]","213361","RxNorm","infliximab"
995050,"infliximab 100 MG Injectable Suspension [Remicade] by Eurim-Pharm","OMOP4821563","RxNorm Extension","infliximab"
1592761,"infliximab-abda 100 MG","1927284","RxNorm","infliximab"
1592762,"infliximab-abda 100 MG Injection","1927285","RxNorm","infliximab"
1592764,"infliximab-abda 100 MG [Renflexis]","1927287","RxNorm","infliximab"
1592765,"infliximab Injection [Renflexis]","1927288","RxNorm","infliximab"
1592766,"Renflexis Injectable Product","1927289","RxNorm","infliximab"
1592767,"infliximab-abda 100 MG Injection [Renflexis]","1927290","RxNorm","infliximab"
2010486,"infliximab 100 MG Injection [Remicade] by Schering-Plough","OMOP4936541","RxNorm Extension","infliximab"
2037159,"infliximab 100 MG Injection [Remsima] by Celltrion","OMOP4936539","RxNorm Extension","infliximab"
2037160,"infliximab 100 MG Injection [Remicade] by Janssen","OMOP4936540","RxNorm Extension","infliximab"
19078524,"infliximab 100 MG Injection","310994","RxNorm","infliximab"
21033483,"infliximab 100 MG Injection [Remicade] by Merck","OMOP375790","RxNorm Extension","infliximab"
21053210,"infliximab 100 MG Injection Box of 1","OMOP375785","RxNorm Extension","infliximab"
21053211,"infliximab 100 MG Injection [Remicade] Box of 1 by Merck","OMOP375792","RxNorm Extension","infliximab"
21063027,"infliximab 100 MG Injection [Inflectra] by Hospira","OMOP375794","RxNorm Extension","infliximab"
21082593,"infliximab 100 MG Injection [Inflectra] Box of 1 by Hospira","OMOP375796","RxNorm Extension","infliximab"
21092406,"infliximab 100 MG Injection [Remsima]","OMOP375786","RxNorm Extension","infliximab"
21092407,"infliximab 100 MG Injection [Remsima] Box of 1","OMOP375788","RxNorm Extension","infliximab"
21121794,"infliximab 100 MG Injection [Remsima] Box of 1 by Napp","OMOP375789","RxNorm Extension","infliximab"
21131565,"infliximab 100 MG Injection [Remsima] by Napp","OMOP375787","RxNorm Extension","infliximab"
21141518,"infliximab 100 MG Injection [Inflectra] Box of 1","OMOP375795","RxNorm Extension","infliximab"
21151336,"infliximab 100 MG [Remsima]","OMOP375783","RxNorm Extension","infliximab"
21171045,"infliximab Injection [Remsima]","OMOP375782","RxNorm Extension","infliximab"
21171046,"infliximab 100 MG Injection [Remicade] Box of 1","OMOP375791","RxNorm Extension","infliximab"
35129278,"infliximab 100 MG Injection by CTH","OMOP4786546","RxNorm Extension","infliximab"
35129665,"infliximab 100 MG Injection by Nichi-Iko","OMOP4786931","RxNorm Extension","infliximab"
35154742,"infliximab 100 MG Injection by Nippon Kayaku","OMOP4811763","RxNorm Extension","infliximab"
35157671,"infliximab 100 MG Injection by AYUMI","OMOP4814675","RxNorm Extension","infliximab"
35407074,"infliximab 100 MG Injection [Remicade] Box of 1 by Janssen","OMOP1140659","RxNorm Extension","infliximab"
35407240,"infliximab 100 MG [FLIXABI]","OMOP1140825","RxNorm Extension","infliximab"
35407581,"infliximab 100 MG Prefilled Syringe [FLIXABI] Box of 1","OMOP1141166","RxNorm Extension","infliximab"
35408769,"infliximab 100 MG Prefilled Syringe [FLIXABI] Box of 1 by Samsung Bioepis","OMOP1142354","RxNorm Extension","infliximab"
35409906,"infliximab 100 MG Prefilled Syringe [FLIXABI]","OMOP1143491","RxNorm Extension","infliximab"
35411216,"infliximab Prefilled Syringe [FLIXABI]","OMOP1144801","RxNorm Extension","infliximab"
35411780,"infliximab 100 MG Injection [Remsima] Box of 1 by Celltrion","OMOP1145365","RxNorm Extension","infliximab"
35752150,"infliximab 100 MG Prefilled Syringe [Remicade] by Merck","OMOP2753611","RxNorm Extension","infliximab"
35752151,"infliximab 100 MG Injectable Solution [Remsima] by Napp","OMOP2753612","RxNorm Extension","infliximab"
35756376,"infliximab 100 MG Injectable Solution [Remsima] Box of 1 by Napp","OMOP2757837","RxNorm Extension","infliximab"
35760529,"infliximab 100 MG Prefilled Syringe [Remsima] Box of 1 by Napp","OMOP2761990","RxNorm Extension","infliximab"
35768851,"infliximab 100 MG Prefilled Syringe [Inflectra] by Hospira","OMOP2770312","RxNorm Extension","infliximab"
35768852,"infliximab 100 MG Prefilled Syringe [Remsima] by Napp","OMOP2770313","RxNorm Extension","infliximab"
35773220,"infliximab 100 MG Prefilled Syringe [Remicade] Box of 1 by Merck","OMOP2774681","RxNorm Extension","infliximab"
36052183,"infliximab 120 MG/ML","OMOP4983600","RxNorm Extension","infliximab"
36054184,"1 ML infliximab 120 MG/ML Injectable Solution [Remsima]","OMOP4979529","RxNorm Extension","infliximab"
36054217,"1 ML infliximab 120 MG/ML Injectable Solution Box of 2","OMOP4979530","RxNorm Extension","infliximab"
36054301,"1 ML infliximab 120 MG/ML Injectable Solution [Remsima] Box of 2 by Celltrion","OMOP4979526","RxNorm Extension","infliximab"
36054302,"1 ML infliximab 120 MG/ML Injectable Solution [Remsima] Box of 2","OMOP4979527","RxNorm Extension","infliximab"
36054303,"1 ML infliximab 120 MG/ML Injectable Solution [Remsima] by Celltrion","OMOP4979528","RxNorm Extension","infliximab"
36058017,"infliximab 100 MG Injectable Solution [Remsima] Box of 1 by Celltrion","OMOP4983594","RxNorm Extension","infliximab"
36058018,"infliximab 120 MG/ML Injectable Solution [Remsima] Box of 2","OMOP4983595","RxNorm Extension","infliximab"
36058019,"infliximab 120 MG/ML Injectable Solution [Remsima]","OMOP4983596","RxNorm Extension","infliximab"
36058020,"infliximab 120 MG/ML Injectable Solution Box of 2","OMOP4983597","RxNorm Extension","infliximab"
36058021,"infliximab 120 MG/ML Injectable Solution","OMOP4983598","RxNorm Extension","infliximab"
36058022,"infliximab 120 MG/ML [Remsima]","OMOP4983599","RxNorm Extension","infliximab"
36073717,"1 ML infliximab 120 MG/ML Injectable Solution","OMOP4979531","RxNorm Extension","infliximab"
36224224,"infliximab Injectable Product","1160692","RxNorm","infliximab"
36228986,"Remicade Injectable Product","1180726","RxNorm","infliximab"
36250057,"Inflectra Injectable Product","1790545","RxNorm","infliximab"
36257786,"infliximab 100 MG Injection [FLIXABI]","OMOP3108661","RxNorm Extension","infliximab"
36263643,"infliximab 100 MG Injection [FLIXABI] by Biogen","OMOP3114518","RxNorm Extension","infliximab"
36264519,"infliximab Injection [FLIXABI]","OMOP3115394","RxNorm Extension","infliximab"
36273906,"infliximab 100 MG Injection [Remicade] by MSD","OMOP3124781","RxNorm Extension","infliximab"
36276529,"infliximab 100 MG Injection [Remsima] by Mundipharma","OMOP3127404","RxNorm Extension","infliximab"
36508852,"infliximab 100 MG Injectable Suspension [Inflectra] by Emra-Med","OMOP4835026","RxNorm Extension","infliximab"
36509006,"infliximab 100 MG Injectable Solution [Inflectra] by Emra-Med","OMOP4835620","RxNorm Extension","infliximab"
36782930,"infliximab Intravenous Solution","OMOP4771698","RxNorm Extension","infliximab"
36783401,"infliximab 100 MG Intravenous Solution [Inflectra] Box of 1 by Hospira","OMOP4771682","RxNorm Extension","infliximab"
36783402,"infliximab 100 MG Intravenous Solution [Inflectra] Box of 1","OMOP4771683","RxNorm Extension","infliximab"
36783403,"infliximab 100 MG Intravenous Solution [Inflectra]","OMOP4771684","RxNorm Extension","infliximab"
36783404,"infliximab 100 MG Intravenous Solution [FLIXABI] Box of 1 by Biogen","OMOP4771685","RxNorm Extension","infliximab"
36783405,"infliximab 100 MG Intravenous Solution [FLIXABI] Box of 1","OMOP4771686","RxNorm Extension","infliximab"
36783406,"infliximab 100 MG Intravenous Solution [Remsima] Box of 1 by Mundipharma","OMOP4771687","RxNorm Extension","infliximab"
36783407,"infliximab 100 MG Intravenous Solution [Remsima] Box of 1","OMOP4771688","RxNorm Extension","infliximab"
36783408,"infliximab 100 MG Intravenous Solution [Remsima]","OMOP4771689","RxNorm Extension","infliximab"
36783409,"infliximab 100 MG Intravenous Solution [Remicade] Box of 1 by MSD","OMOP4771690","RxNorm Extension","infliximab"
36783410,"infliximab 100 MG Intravenous Solution [Remicade] Box of 1","OMOP4771691","RxNorm Extension","infliximab"
36783411,"infliximab 100 MG Intravenous Solution [Remicade]","OMOP4771692","RxNorm Extension","infliximab"
36783412,"infliximab 100 MG Intravenous Solution Box of 1","OMOP4771693","RxNorm Extension","infliximab"
36783413,"infliximab 100 MG Intravenous Solution","OMOP4771694","RxNorm Extension","infliximab"
36783414,"infliximab Intravenous Solution [Inflectra]","OMOP4771695","RxNorm Extension","infliximab"
36783415,"infliximab Intravenous Solution [Remsima]","OMOP4771696","RxNorm Extension","infliximab"
36783416,"infliximab Intravenous Solution [Remicade]","OMOP4771697","RxNorm Extension","infliximab"
36813447,"infliximab 100 MG Injectable Solution by Sandoz","OMOP4827480","RxNorm Extension","infliximab"
36813879,"infliximab 100 MG Injectable Solution Box of 1 by Sandoz","OMOP4827916","RxNorm Extension","infliximab"
36879918,"infliximab Prefilled Syringe [Remsima]","OMOP990413","RxNorm Extension","infliximab"
36880888,"infliximab Prefilled Syringe [Remicade]","OMOP989043","RxNorm Extension","infliximab"
36881311,"infliximab 100 MG Prefilled Syringe [Inflectra]","OMOP1003146","RxNorm Extension","infliximab"
36882238,"infliximab 100 MG Prefilled Syringe [Remsima] Box of 1","OMOP993371","RxNorm Extension","infliximab"
36883009,"infliximab 100 MG Prefilled Syringe","OMOP995679","RxNorm Extension","infliximab"
36883189,"infliximab 100 MG Prefilled Syringe [Remicade]","OMOP988683","RxNorm Extension","infliximab"
36884689,"infliximab Prefilled Syringe [Inflectra]","OMOP999015","RxNorm Extension","infliximab"
36885096,"infliximab 100 MG Prefilled Syringe [Remsima]","OMOP993936","RxNorm Extension","infliximab"
36889027,"infliximab 100 MG Prefilled Syringe [Inflectra] Box of 1","OMOP989910","RxNorm Extension","infliximab"
36890976,"infliximab 100 MG Prefilled Syringe [Remicade] Box of 1","OMOP1005768","RxNorm Extension","infliximab"
36893506,"infliximab Prefilled Syringe","OMOP996549","RxNorm Extension","infliximab"
36894732,"infliximab 100 MG Prefilled Syringe Box of 1","OMOP1005705","RxNorm Extension","infliximab"
37498064,"infliximab-axxq 100 MG","2266524","RxNorm","infliximab"
37498065,"infliximab-axxq 100 MG Injection","2266525","RxNorm","infliximab"
37498067,"infliximab-axxq 100 MG [Avsola]","2266527","RxNorm","infliximab"
37498068,"infliximab Injection [Avsola]","2266528","RxNorm","infliximab"
37498069,"Avsola Injectable Product","2266529","RxNorm","infliximab"
37498070,"infliximab-axxq 100 MG Injection [Avsola]","2266530","RxNorm","infliximab"
37593322,"infliximab 100 MG Injectable Suspension [Remicade] by Medicopharm","OMOP4782761","RxNorm Extension","infliximab"
37593323,"infliximab 100 MG Injectable Suspension [Remicade] by Haematogmbh","OMOP4782762","RxNorm Extension","infliximab"
37593324,"infliximab 100 MG Injectable Suspension [Remsima] by HVD","OMOP4782763","RxNorm Extension","infliximab"
37593325,"infliximab 100 MG Injectable Suspension [Inflectra] by Abacus Medicine","OMOP4782764","RxNorm Extension","infliximab"
37593326,"infliximab 100 MG Injectable Suspension [Inflectra] by Haematogmbh","OMOP4782765","RxNorm Extension","infliximab"
40725240,"infliximab 100 MG Injectable Suspension [Inflectra] by Pfizer","OMOP4732040","RxNorm Extension","infliximab"
40725241,"infliximab 100 MG Injectable Suspension [FLIXABI] by Biogen","OMOP4732039","RxNorm Extension","infliximab"
40725242,"infliximab 100 MG Injectable Suspension [Remsima] Box of 1 by Napp","OMOP4732038","RxNorm Extension","infliximab"
40725243,"infliximab 100 MG Injectable Suspension [Remsima] by Napp","OMOP4732037","RxNorm Extension","infliximab"
40725244,"infliximab 100 MG Injectable Suspension [Remicade] by Merck","OMOP4732036","RxNorm Extension","infliximab"
40725245,"infliximab 100 MG Injectable Solution [Inflectra] Box of 1","OMOP4732035","RxNorm Extension","infliximab"
40725246,"infliximab 100 MG Injectable Solution [Inflectra] by Pfizer","OMOP4732034","RxNorm Extension","infliximab"
40725247,"infliximab 100 MG Injectable Solution [Inflectra]","OMOP4732033","RxNorm Extension","infliximab"
40725255,"infliximab 100 MG Injectable Solution [FLIXABI] by Biogen","OMOP4732032","RxNorm Extension","infliximab"
40725256,"infliximab 100 MG Injectable Solution [Remicade] Box of 1 by Merck","OMOP4732031","RxNorm Extension","infliximab"
40725257,"infliximab 100 MG Injectable Solution [Remicade] Box of 1","OMOP4732030","RxNorm Extension","infliximab"
40725258,"infliximab 100 MG Injectable Solution [Remicade] by Merck","OMOP4732029","RxNorm Extension","infliximab"
40725259,"infliximab 100 MG Injectable Solution [Remicade]","OMOP4732028","RxNorm Extension","infliximab"
40725261,"infliximab Injectable Solution [Inflectra]","OMOP4732027","RxNorm Extension","infliximab"
40725262,"infliximab Injectable Solution [Remicade]","OMOP4732026","RxNorm Extension","infliximab"
40825661,"infliximab 100 MG Injectable Suspension [Remsima] Box of 3 by Inopha","OMOP2023623","RxNorm Extension","infliximab"
40835751,"infliximab 100 MG Injectable Solution Box of 3","OMOP2033713","RxNorm Extension","infliximab"
40844795,"infliximab 100 MG Injection [Remicade] Box of 3","OMOP2042757","RxNorm Extension","infliximab"
40844796,"infliximab 100 MG Injectable Suspension [Inflectra] Box of 2","OMOP2042758","RxNorm Extension","infliximab"
40844798,"infliximab 100 MG Injectable Suspension [FLIXABI] Box of 4","OMOP2042760","RxNorm Extension","infliximab"
40844799,"infliximab 100 MG Injectable Solution [FLIXABI] Box of 1","OMOP2042761","RxNorm Extension","infliximab"
40844800,"infliximab 100 MG Injectable Solution [FLIXABI]","OMOP2042762","RxNorm Extension","infliximab"
40854385,"infliximab 100 MG Injectable Suspension [Remicade] Box of 4 by Eurim-Pharm","OMOP2052347","RxNorm Extension","infliximab"
40854386,"infliximab 100 MG Injectable Suspension [Inflectra] Box of 3 by Pfizer","OMOP2052348","RxNorm Extension","infliximab"
40866842,"infliximab 100 MG Injectable Solution Box of 2","OMOP2064804","RxNorm Extension","infliximab"
40866843,"infliximab 100 MG Injectable Solution","OMOP2064805","RxNorm Extension","infliximab"
40876001,"infliximab 100 MG Injectable Suspension [Inflectra] Box of 5","OMOP2073963","RxNorm Extension","infliximab"
40876002,"infliximab 100 MG Injection [Inflectra] Box of 4","OMOP2073964","RxNorm Extension","infliximab"
40876003,"infliximab 100 MG Injection [Inflectra] Box of 2","OMOP2073965","RxNorm Extension","infliximab"
40876004,"infliximab 100 MG Injectable Suspension [Inflectra] Box of 1","OMOP2073966","RxNorm Extension","infliximab"
40876005,"infliximab 100 MG Injectable Solution [FLIXABI] Box of 4","OMOP2073967","RxNorm Extension","infliximab"
40885670,"infliximab 100 MG Injectable Suspension [Remicade] Box of 5 by Orifarm Leverkus","OMOP2083632","RxNorm Extension","infliximab"
40885671,"infliximab 100 MG Injectable Suspension [Remicade] Box of 3 by Eurim-Pharm","OMOP2083633","RxNorm Extension","infliximab"
40885672,"infliximab 100 MG Injectable Suspension [Inflectra] Box of 2 by Haematogmbh","OMOP2083634","RxNorm Extension","infliximab"
40885673,"infliximab 100 MG Injectable Suspension [Inflectra] Box of 1 by Pfizer","OMOP2083635","RxNorm Extension","infliximab"
40885674,"infliximab 100 MG Injectable Suspension [Remsima] Box of 5 by Mundipharma","OMOP2083636","RxNorm Extension","infliximab"
40885675,"infliximab 100 MG Injection [Remicade] Box of 4 by Abacus Medicine","OMOP2083637","RxNorm Extension","infliximab"
40885676,"infliximab 100 MG Injection [Remicade] Box of 3 by Cc","OMOP2083638","RxNorm Extension","infliximab"
40885677,"infliximab 100 MG Injectable Suspension [Remicade] Box of 2 by Aca Mueller","OMOP2083639","RxNorm Extension","infliximab"
40897950,"infliximab 100 MG Injectable Solution Box of 5","OMOP2095912","RxNorm Extension","infliximab"
40897951,"infliximab 100 MG Injectable Suspension Box of 3","OMOP2095913","RxNorm Extension","infliximab"
40906901,"infliximab 100 MG Injectable Suspension [Remicade] Box of 3","OMOP2104863","RxNorm Extension","infliximab"
40916568,"infliximab 100 MG Injectable Suspension [Remsima] Box of 4 by Mundipharma","OMOP2114530","RxNorm Extension","infliximab"
40916569,"infliximab 100 MG Injectable Suspension [Remsima] Box of 3 by Orifarm Leverkus","OMOP2114531","RxNorm Extension","infliximab"
40916570,"infliximab 100 MG Injectable Suspension [Remicade] Box of 5 by Veron","OMOP2114532","RxNorm Extension","infliximab"
40916571,"infliximab 100 MG Injectable Suspension [Remicade] Box of 4 by Medicopharm","OMOP2114533","RxNorm Extension","infliximab"
