concept_id,concept_code,concept_name,vocabulary_id,category,variable,domain
602613,58173271000119101,Cerebrovascular accident due to embolism of bilateral cerebellar arteries,SM,stroke,stroke,diagnosis
4077819,276221006,Millard-Gubler syndrome,SM,stroke,stroke,diagnosis
4168056,275434003,Stroke in the puerperium,SM,stroke,stroke,diagnosis
43530670,140921000119102,Ischemic stroke without coma,SM,stroke,stroke,diagnosis
37110765,725132001,Ischemic stroke without residual deficits,SM,stroke,stroke,diagnosis
761790,16002151000119107,Nonpyogenic cerebral venous thrombosis with stroke,SM,stroke,stroke,diagnosis
619933,939885431000119109,Cerebrovascular accident due to embolism of bilateral middle cerebral arteries,SM,stroke,stroke,diagnosis
609301,346674811000119104,Cerebrovascular accident due to occlusion of bilateral cerebellar arteries,SM,stroke,stroke,diagnosis
609263,251770561000119107,Cerebrovascular accident due to embolism of left anterior cerebral artery,SM,stroke,stroke,diagnosis
37309657,16661931000119102,Cerebrovascular accident due to stenosis of bilateral vertebral arteries,SM,stroke,stroke,diagnosis
761798,16002511000119104,Basilar artery embolism with stroke,SM,stroke,stroke,diagnosis
45542739,E11.1,"Type 2 diabetes mellitus, with ketoacidosis",10,t2d,t2d,diagnosis
45561950,E11.7,"Type 2 diabetes mellitus, with multiple complications",10,t2d,t2d,diagnosis
1567956,E11,Type 2 diabetes mellitus,10,t2d,t2d,diagnosis
1567957,E11.0,Type 2 diabetes mellitus with hyperosmolarity,10,t2d,t2d,diagnosis
45542738,E11.00,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),10,t2d,t2d,diagnosis
45586139,E11.01,Type 2 diabetes mellitus with hyperosmolarity with coma,10,t2d,t2d,diagnosis
1567958,E11.2,Type 2 diabetes mellitus with kidney complications,10,t2d,t2d,diagnosis
45591027,E11.21,Type 2 diabetes mellitus with diabetic nephropathy,10,t2d,t2d,diagnosis
45595797,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,10,t2d,t2d,diagnosis
45605401,E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,10,t2d,t2d,diagnosis
1567959,E11.3,Type 2 diabetes mellitus with ophthalmic complications,10,t2d,t2d,diagnosis
1567960,E11.31,Type 2 diabetes mellitus with unspecified diabetic retinopathy,10,t2d,t2d,diagnosis
45581352,E11.311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,10,t2d,t2d,diagnosis
45581353,E11.319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,10,t2d,t2d,diagnosis
1567961,E11.32,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy,10,t2d,t2d,diagnosis
45552385,E11.321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,10,t2d,t2d,diagnosis
37200198,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",10,t2d,t2d,diagnosis
37200199,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",10,t2d,t2d,diagnosis
37200200,E11.3213,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",10,t2d,t2d,diagnosis
37200201,E11.3219,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",10,t2d,t2d,diagnosis
45581354,E11.329,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,10,t2d,t2d,diagnosis
37200202,E11.3291,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",10,t2d,t2d,diagnosis
37200203,E11.3292,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",10,t2d,t2d,diagnosis
37200204,E11.3293,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",10,t2d,t2d,diagnosis
37200205,E11.3299,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",10,t2d,t2d,diagnosis
1567962,E11.33,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy,10,t2d,t2d,diagnosis
45537961,E11.331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,10,t2d,t2d,diagnosis
37200206,E11.3311,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",10,t2d,t2d,diagnosis
37200207,E11.3312,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",10,t2d,t2d,diagnosis
37200208,E11.3313,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",10,t2d,t2d,diagnosis
37200209,E11.3319,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",10,t2d,t2d,diagnosis
45591029,E11.339,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,10,t2d,t2d,diagnosis
37200210,E11.3391,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",10,t2d,t2d,diagnosis
37200211,E11.3392,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",10,t2d,t2d,diagnosis
37200212,E11.3393,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",10,t2d,t2d,diagnosis
37200213,E11.3399,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",10,t2d,t2d,diagnosis
1567963,E11.34,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy,10,t2d,t2d,diagnosis
45557112,E11.341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,10,t2d,t2d,diagnosis
37200214,E11.3411,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",10,t2d,t2d,diagnosis
37200215,E11.3412,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",10,t2d,t2d,diagnosis
37200216,E11.3413,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",10,t2d,t2d,diagnosis
37200217,E11.3419,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",10,t2d,t2d,diagnosis
45605402,E11.349,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,10,t2d,t2d,diagnosis
37200218,E11.3491,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",10,t2d,t2d,diagnosis
37200219,E11.3492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",10,t2d,t2d,diagnosis
37200220,E11.3493,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",10,t2d,t2d,diagnosis
37200221,E11.3499,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",10,t2d,t2d,diagnosis
1567964,E11.35,Type 2 diabetes mellitus with proliferative diabetic retinopathy,10,t2d,t2d,diagnosis
45591030,E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,10,t2d,t2d,diagnosis
37200222,E11.3511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",10,t2d,t2d,diagnosis
37200223,E11.3512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",10,t2d,t2d,diagnosis
37200224,E11.3513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",10,t2d,t2d,diagnosis
37200225,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",10,t2d,t2d,diagnosis
37200226,E11.352,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,10,t2d,t2d,diagnosis
37200227,E11.3521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",10,t2d,t2d,diagnosis
37200228,E11.3522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",10,t2d,t2d,diagnosis
37200229,E11.3523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",10,t2d,t2d,diagnosis
37200230,E11.3529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",10,t2d,t2d,diagnosis
37200231,E11.353,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,10,t2d,t2d,diagnosis
37200232,E11.3531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",10,t2d,t2d,diagnosis
37200233,E11.3532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",10,t2d,t2d,diagnosis
37200234,E11.3533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",10,t2d,t2d,diagnosis
37200235,E11.3539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",10,t2d,t2d,diagnosis
37200236,E11.354,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,10,t2d,t2d,diagnosis
37200237,E11.3541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",10,t2d,t2d,diagnosis
37200238,E11.3542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",10,t2d,t2d,diagnosis
37200239,E11.3543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",10,t2d,t2d,diagnosis
37200240,E11.3549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",10,t2d,t2d,diagnosis
37200241,E11.355,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy,10,t2d,t2d,diagnosis
37200242,E11.3551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",10,t2d,t2d,diagnosis
37200243,E11.3552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",10,t2d,t2d,diagnosis
37200244,E11.3553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",10,t2d,t2d,diagnosis
37200245,E11.3559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",10,t2d,t2d,diagnosis
45552386,E11.359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,10,t2d,t2d,diagnosis
37200246,E11.3591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",10,t2d,t2d,diagnosis
37200247,E11.3592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",10,t2d,t2d,diagnosis
37200248,E11.3593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",10,t2d,t2d,diagnosis
37200249,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",10,t2d,t2d,diagnosis
45595798,E11.36,Type 2 diabetes mellitus with diabetic cataract,10,t2d,t2d,diagnosis
37200250,E11.37,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment",10,t2d,t2d,diagnosis
37200251,E11.37X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",10,t2d,t2d,diagnosis
37200252,E11.37X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",10,t2d,t2d,diagnosis
37200253,E11.37X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",10,t2d,t2d,diagnosis
37200254,E11.37X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",10,t2d,t2d,diagnosis
45533019,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,10,t2d,t2d,diagnosis
1567965,E11.4,Type 2 diabetes mellitus with neurological complications,10,t2d,t2d,diagnosis
45605403,E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",10,t2d,t2d,diagnosis
45547625,E11.41,Type 2 diabetes mellitus with diabetic mononeuropathy,10,t2d,t2d,diagnosis
45557113,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,10,t2d,t2d,diagnosis
45537962,E11.43,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,10,t2d,t2d,diagnosis
45533020,E11.44,Type 2 diabetes mellitus with diabetic amyotrophy,10,t2d,t2d,diagnosis
45605404,E11.49,Type 2 diabetes mellitus with other diabetic neurological complication,10,t2d,t2d,diagnosis
1567966,E11.5,Type 2 diabetes mellitus with circulatory complications,10,t2d,t2d,diagnosis
45533021,E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,10,t2d,t2d,diagnosis
45533022,E11.52,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,10,t2d,t2d,diagnosis
45576443,E11.59,Type 2 diabetes mellitus with other circulatory complications,10,t2d,t2d,diagnosis
1567967,E11.6,Type 2 diabetes mellitus with other specified complications,10,t2d,t2d,diagnosis
1567968,E11.61,Type 2 diabetes mellitus with diabetic arthropathy,10,t2d,t2d,diagnosis
45600641,E11.610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,10,t2d,t2d,diagnosis
45586140,E11.618,Type 2 diabetes mellitus with other diabetic arthropathy,10,t2d,t2d,diagnosis
1567969,E11.62,Type 2 diabetes mellitus with skin complications,10,t2d,t2d,diagnosis
45547626,E11.620,Type 2 diabetes mellitus with diabetic dermatitis,10,t2d,t2d,diagnosis
45581355,E11.621,Type 2 diabetes mellitus with foot ulcer,10,t2d,t2d,diagnosis
45600642,E11.622,Type 2 diabetes mellitus with other skin ulcer,10,t2d,t2d,diagnosis
45547627,E11.628,Type 2 diabetes mellitus with other skin complications,10,t2d,t2d,diagnosis
1567970,E11.63,Type 2 diabetes mellitus with oral complications,10,t2d,t2d,diagnosis
45533023,E11.630,Type 2 diabetes mellitus with periodontal disease,10,t2d,t2d,diagnosis
45566731,E11.638,Type 2 diabetes mellitus with other oral complications,10,t2d,t2d,diagnosis
1567971,E11.64,Type 2 diabetes mellitus with hypoglycemia,10,t2d,t2d,diagnosis
45561949,E11.641,Type 2 diabetes mellitus with hypoglycemia with coma,10,t2d,t2d,diagnosis
45591031,E11.649,Type 2 diabetes mellitus with hypoglycemia without coma,10,t2d,t2d,diagnosis
45605405,E11.65,Type 2 diabetes mellitus with hyperglycemia,10,t2d,t2d,diagnosis
45595799,E11.69,Type 2 diabetes mellitus with other specified complication,10,t2d,t2d,diagnosis
35206881,E11.8,Type 2 diabetes mellitus with unspecified complications,10,t2d,t2d,diagnosis
35206882,E11.9,Type 2 diabetes mellitus without complications,10,t2d,t2d,diagnosis
1571686,O24.1,"Pre-existing type 2 diabetes mellitus, in pregnancy, childbirth and the puerperium",10,t2d,t2d,diagnosis
1571687,O24.11,"Pre-existing type 2 diabetes mellitus, in pregnancy",10,t2d,t2d,diagnosis
45587292,O24.111,"Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester",10,t2d,t2d,diagnosis
45582457,O24.112,"Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester",10,t2d,t2d,diagnosis
45567896,O24.113,"Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester",10,t2d,t2d,diagnosis
45606547,O24.119,"Pre-existing type 2 diabetes mellitus, in pregnancy, unspecified trimester",10,t2d,t2d,diagnosis
45582458,O24.13,"Pre-existing type 2 diabetes mellitus, in the puerperium",10,t2d,t2d,diagnosis
44836914,250,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44836915,250.02,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44829878,250.1,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44824072,250.12,"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44836916,250.2,"Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44824073,250.22,"Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44826460,250.3,"Diabetes with other coma, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44832193,250.32,"Diabetes with other coma, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44831045,250.4,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44832194,250.42,"Diabetes with renal manifestations, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44819500,250.5,"Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44829879,250.52,"Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44828795,250.6,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44833366,250.62,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44827616,250.7,"Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44833367,250.72,"Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44831047,250.8,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44826461,250.82,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
44827617,250.9,"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled",09,t2d,t2d,diagnosis
44829882,250.92,"Diabetes with unspecified complication, type II or unspecified type, uncontrolled",09,t2d,t2d,diagnosis
36714116,719216001,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II,SM,t2d,t2d,diagnosis
45766052,703138006,Type II diabetes mellitus in remission,SM,t2d,t2d,diagnosis
201530,190331003,Type 2 diabetes mellitus with hyperosmolar coma,SM,t2d,t2d,diagnosis
201826,44054006,Type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
376065,421326000,Neurologic disorder associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
443729,422166005,Peripheral circulatory disorder associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
443731,420279001,Renal disorder due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
443732,422014003,Disorder due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
443733,422099009,Diabetic oculopathy associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
443734,421750000,Ketoacidosis in type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
760989,128201000119100,Neurogenic erectile dysfunction due to diabetes mellitus type 2,SM,t2d,t2d,diagnosis
761053,138941000119105,Severe nonproliferative retinopathy due to diabetes mellitus type 2,SM,t2d,t2d,diagnosis
761062,140401000119104,Ischemic heel and/or midfoot ulcer due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
761063,140421000119108,Neuropathic ankle ulcer due to diabetes mellitus type 2,SM,t2d,t2d,diagnosis
765375,140411000119101,Ischemic ankle ulcer due to diabetes mellitus type 2,SM,t2d,t2d,diagnosis
4063043,199230006,Pre-existing type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4099216,190388001,Type 2 diabetes mellitus with multiple complications,SM,t2d,t2d,diagnosis
4099217,190390000,Type 2 diabetes mellitus with gangrene,SM,t2d,t2d,diagnosis
4099651,190389009,Type 2 diabetes mellitus with ulcer,SM,t2d,t2d,diagnosis
4129519,237627000,Pregnancy and type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4130162,237599002,Insulin treated type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4140466,427027005,Amyotrophy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4142579,427134009,Small vessel disease due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4177050,428007007,Erectile dysfunction associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4193704,313436004,Type 2 diabetes mellitus without complication,SM,t2d,t2d,diagnosis
4196141,314903002,Type 2 diabetes mellitus with arthropathy,SM,t2d,t2d,diagnosis
4198296,314904008,Type 2 diabetes mellitus with neuropathic arthropathy,SM,t2d,t2d,diagnosis
4200875,314902007,Type 2 diabetes mellitus with peripheral angiopathy,SM,t2d,t2d,diagnosis
4221487,420715001,Persistent microalbuminuria associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4221495,420756003,Diabetic cataract associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4222415,420436000,Mononeuropathy associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4223463,421779007,Exudative maculopathy associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4223739,421986006,Persistent proteinuria associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4226121,422034002,Diabetic retinopathy associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4228443,421847006,Ketoacidotic coma in type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
4230254,359642000,Type 2 diabetes mellitus in nonobese,SM,t2d,t2d,diagnosis
4304377,81531005,Type 2 diabetes mellitus in obese,SM,t2d,t2d,diagnosis
4321756,9859006,Type 2 diabetes mellitus with acanthosis nigricans,SM,t2d,t2d,diagnosis
36712670,102621000119101,Skin ulcer due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
36712686,10660471000119100,Diabetic ulcer of left foot due to diabetes mellitus type 2,SM,t2d,t2d,diagnosis
36712687,10661671000119100,Diabetic ulcer of right foot due to diabetes mellitus type 2,SM,t2d,t2d,diagnosis
36717156,721284006,Acidosis due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
37016163,12811000119100,Complication due to diabetes mellitus type 2,SM,t2d,t2d,diagnosis
37016349,368051000119109,Hyperglycemia due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
37016354,368581000119106,Neuropathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
37016768,712883005,Diabetic autonomic neuropathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
37017432,713706002,Polyneuropathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
37018728,713703005,Gastroparesis due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
37018912,368591000119109,Cheiropathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43530656,1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43530685,1501000119109,Proliferative diabetic retinopathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43530689,1511000119107,Diabetic peripheral neuropathy associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43530690,1521000119100,Foot ulcer due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531010,609567009,Pre-existing type 2 diabetes mellitus in pregnancy,SM,t2d,t2d,diagnosis
43531559,751000119104,Chronic kidney disease stage 1 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531562,711000119100,Chronic kidney disease stage 5 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531564,761000119102,Diabetic dyslipidemia associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531566,741000119101,Chronic kidney disease stage 2 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531577,721000119107,Chronic kidney disease stage 4 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531578,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531588,791000119109,Angina associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531597,201000119106,Disorder associated with well controlled type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531608,1491000119102,Diabetic vitreous hemorrhage associated with type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531616,1531000119102,Diabetic dermopathy associated with diabetes mellitus type 2,SM,t2d,t2d,diagnosis
43531651,701000119103,Mixed hyperlipidemia due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
43531653,731000119105,Chronic kidney disease stage 3 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757075,104961000119108,Retinal ischemia due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757255,108781000119105,Neuropathic ulcer of midfoot AND/OR heel due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757277,110171000119107,Ulcer of lower extremity due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757278,110181000119105,Peripheral sensory neuropathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757280,111231000119109,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757363,120731000119103,Hypoglycemia due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757392,127991000119101,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757435,138911000119106,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757444,140101000119109,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757445,140111000119107,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757446,140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757447,140131000119102,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757449,140391000119101,Ulcer of toe due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757450,140531000119105,Neuropathic foot ulcer due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45757474,1481000119100,Diabetes mellitus type 2 without retinopathy,SM,t2d,t2d,diagnosis
45757499,157141000119108,Proteinuria due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45763582,60951000119105,Blindness due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769828,71441000119104,Nephrotic syndrome due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769835,72051000119101,Severe malnutrition due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769836,72061000119104,Osteomyelitis due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769872,82551000119103,Rubeosis iridis due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769875,84361000119102,Insulin reactive hypoglycemia in type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769888,87441000119104,Ankle ulcer due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769889,87451000119102,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769890,87461000119100,Forefoot ulcer due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769894,87921000119104,Cranial nerve palsy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769905,90781000119102,Microalbuminuria due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45769906,90791000119104,End stage renal disease on dialysis due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45770830,97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
45770831,97341000119105,Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus,SM,t2d,t2d,diagnosis
